AS0     -Reserved AS-
AS24462 HKJC-AS-HK-AP Network Management Section
AS24463 PACNAT-AS-AP Pacific National (ACT) Ltd.,
AS24464 ANU-AS-AP Australian National University
AS24465 KSEC-AP Kasikorn Securities PCL,
AS24466 HDNETNZ hd.net.nz
AS24467 DB-APAC-RHO-AS Deutsche Bank APAC RHO in Singapore Internet AS
AS24468 STREAM-AS-IN Stream International, India
AS24469 QUADRAHOSTING Net Quadrant Pty Ltd
AS24470 MAIS-AS-JP MAIS(Miyazaki Area Internet Society)
AS24471 GLOBAL-UST-AS-IN USsoftware P Ltd.
AS24472 IAG-CSLOXINFO-AS-TH-AP CSLOXINFO Project for IAG Insurance
AS24473 SANITYTECHNOLOGY-AS-AU-AP Sanity Technology Pty Ltd
AS24474 ASNPANYCAST Nepal Internet Exchange NP Anycast
AS24475 THAIREN-TRANSIT-AS-AP ThaiREN.Thailand Research and Education Network Thailand
AS24476 RPL-CANBERRA-AS-AU Rural Press
AS24477 NETAPPAS Network Appliance ASIAPAC
AS24478 ANGKORNET-CDC-AS-AP CAMBODIA DATA COMMUNICATION CO,.LTD.AS CONTENT SERVICE PROVIDER PHNOMPENH.
AS24479 EET-NEXIUM-AS-AP Nexium, Ergon Energy Telecommunications.
AS24480 EPWORTH-MULTIHOME-AU-AP Epworth Hospital
AS24481 CONNECTBD-AS ConnectBD Ltd. Internet Service provider, House#41, Road#1/A, Block#I, Banani, Dhaka
AS24482 SGGS-AS-AP SG.GS
AS24483 SITESUITE-AS-AP SiteSuite Australiasia P/L,
AS24484 PNT-ORCON-NZ-AP Orcon Internet, Palmerston North
AS24485 GSPC-IN-AS Gujarat State Petroleum Corporation
AS24486 VIRTELA-AS-AP-4 Kuala Lumpur, MY
AS24487 EPICSOFT EPICSOFT
AS24488 NAVITAIRE-AS-AU-AP Accenture Australia Pty Ltd AS
AS24489 TEIN2-NORTH-AP Trans-Eurasia Information Network (TEIN2) - North
AS24490 TEIN2-SG-AP Trans-Eurasia Information Network (TEIN2) - SG
AS24491 MTGCL-AS-AP My Telecom Group Company Limited
AS24492 WICAM-AS WiCAM ISP Cambodia Peering AS
AS24493 STIXLITE-AS-AP STIXLITE Transit Service Provider Singapore
AS24494 CBCNET-AS-AP Chinabanking Corp. AS
AS24495 GNET-CN-AP gnet Integrated Services Co.
AS24496 GNET-AS-MN GNET Co.,Ltd  Internet Service Provider Mongolia
AS24497 PANJANAVIT-SCHOOL-AS-TH-AP Panjanavit School is KinderGarten and Primary School
AS24498 NXGNET3-AS-AP Nextgen Networks
AS24499 TPP-AS-PK Telenor Pakistan
AS24500 IVOX-AS-AP 110/330 Wattle Street
AS24501 GLOBAL-ARVATOINDIA-AS Bertelsmann Marketing Services India Pvt. ltd.
AS24502 PARLOFWA-AS-AU Parliament of Western Australia
AS24503 HIMALTECH-AS-AP Himal Technologies Pvt Ltd
AS24504 COMPLAND-AS-NP Computer Land Communications Global AS
AS24505 ABS-CBN-AS ABS-CBN Broadcasting Inc.
AS24506 YAHOO-TP2 YAHOO! TAIWAN
AS24507 FFASTFILL-NET-AU Level 29, Tower Building
AS24508 MIRROR-IMAGE-AP 2 Highwood Drive
AS24509 XPEDITE-AS-KR Xpedite Systems  Electronic document distribution and data messaging service provider Seoul, Korea
AS24510 HOLMESGLEN-INSTITUTE-OF-TAFE-AP Optus Customer Network
AS24512 HAL-INTERNET HAL Internet,  Internet Service Provider, Tottori, Japan
AS24513 DOJ-TRANSIT-AS-AP Department of Justice
AS24514 MYREN-MY Malaysian Research & Education Network
AS24515 STPI-JAIPUR Software Technology Parks of India-Jaipur
AS24516 VIRTUTEL-AS-AP Virtutel Pty Ltd
AS24517 FLITECH-AU Flight Centre Limited, eCommerce Travel Services
AS24518 AXIS-AS-ID PT. Axis Telekom Indonesia
AS24519 IDNIC-ID Indonesia Network Information Center
AS24520 IDNIC-ID Indonesia Network Information Center
AS24521 DATAUTAMA-NET-AS-ID PT. DATA Utama Dinamika
AS24522 GLOBALPORTNET-AS-ID PT Global Port Binekatara
AS24523 ORION-AS-ID Orion Cyber Internet
AS24524 IDNIC-ID Indonesia Network Information Center
AS24525 SAP-AS-ID PT Solusi Aksesindo Pratama
AS24526 BINUS Bina Nusantara University
AS24527 DAKARANET-AS-ID Internet Service Provider
AS24528 KTP-AS-ID PT. Khasanah Teknologi Persada
AS24529 IDNIC-AS-ID Indonesia Network Information Center
AS24530 POWERNET-AS-ID PT. Power Telecom Indonesia
AS24531 TN-AS-ID Telemedia Nusantara, PT.
AS24532 INET-AS-ID PT. Inet Global Indo
AS24533 ENCIETY-AS-ID Enciety Binakarya Cemerlang,P.T
AS24534 TRANSHYBRID-AS-ID PT. Transhybrid Communication
AS24535 ISATNET-AS-ID PT.Insan Sarana Telematika
AS24536 ELNUS-AS-ID PT. Elektrindo Data Nusantara
AS24537 PDA-AS-ID PT Paket Data Andal
AS24538 DIGISATNET-AS-ID DIGITAL SATELLITE INDONESIA PT.
AS24539 SYNOPSYS-INDC-AS Synopsys Inc.
AS24540 TG-AS-AP THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY
AS24541 FORTYFIVERU-AS-AU 45RU Pty Ltd. Internet Service Provider, Perth, Western Australia.
AS24542 INTERGEN-AS-AU InterGen Australia is an electricity generator within Australia.
AS24543 FIRSTDATA-AS-AU AS FIRST DATA ELECTRONIC tRANSACTION PROCESSOR SYDNEY
AS24544 PANGNET-AS-AP Pang International Limited-AS number
AS24545 SOUTH-AS-AP HKCOLO LIMITED .8/F.,Sino Favour Centre ,
AS24546 GLOBAL-BP-AS-AP BP Pte Limited, Energy Company, Singapore
AS24547 CMNET-V4HEBEI-AS-AP Hebei Mobile Communication Company Limited
AS24548 BAYCITY-AS-AP BayCity Communications Limited
AS24549 SPEEDVPS-AS-AP Pacificnet Hosting Ltd
AS24550 WEBSURFERNP-AS-NP Websurfer Nepal Internet Service Provider
AS24551 VIACOMM-AS-AP VIACOMM is an ISP offering internet over cable. It is connected
AS24552 AVAGOTECH-AS-AP Avago Technologies Asia-Pacific Zone
AS24553 SCBNETWORK-AS-AP Southern Cross Broadcasting.
AS24554 FIVE-NET-AS-IN Fivenetwork Solution India Pvt Ltd Internet
AS24555 APRICOT-APNIC-ASN ASN used for conferences in AP region
AS24556 BIJOY-BD-AS-AP Bijoy Online Ltd. Multihome Internet Service Provider
AS24557 UBERGLOBAL-AS-AP UberGlobal Pty Ltd
AS24558 AVBIHNET-AS-IN Internet Hosting Service Provider to the Aditya
AS24559 GMOBILE-MN G-Mobile Corporation
AS24560 AIRTELBROADBAND-AS-AP Bharti Airtel Ltd., Telemedia Services
AS24561 WA-POLICE-AU-AP WA Police
AS24562 UNESCAP-AS-AP The United Nations Economic and Social Commission for Asia and the Pacific (ESCAP)
AS24563 NEWSAT-SYDNEY-AS-AU-AP NewSat Ltd - Sydney POP
AS24565 NETCRAFT-AS-AP NetCraft Australia Pty Ltd, Systems Integrator, Adelaide
AS24566 ETL-GPRS-AS-AP ETL GPRS Network
AS24567 WINET-TRANSIT-AS-AP Wireless Internet Provider, Transit AS ISP Cambodia
AS24568 CITI-HK-ISP_PEER-AP Citibank N.A. - ISP Peering, Hong Kong, China
AS24569 ASN-EQIX-BRI-EE-AP Equinix's Brisbane Peering Exchange
AS24570 TYROPAYMENTS-AS-AU TYRO PAYMENTS LIMITED, Specialist Credit Card Institution
AS24571 VIRTELA-AS-AP-5 Bangalore, IN
AS24572 YAHOO-JP-AS-AP Yahoo Japan
AS24573 SIAMIDC-TH-AS SiamIDC. Internet Data Center Thailand.
AS24574 NTSIPL-AS-IN Nuance Transcription Services India Private Limited
AS24575 DRAGONLAB-AS-AP DRAGONLAB
AS24576 NWT-AS OOO Nord-West Telecom
AS24577 ADSNET-AS Autonomous System Number for ADSnet, Cameroon
AS24578 RIP-AS Rudzki Inkubator Przedsiebiorczosci Sp. z o.o.
AS24579 POLTAVAINFOCOM-AS POLTAVAINFOCOM PJSC
AS24580 SUPSA SUPSA SUPERMERCATS PUJOL SL
AS24581 GIC-AS Equinix (Germany) GmbH
AS24582 SYNNET-1 synaix Gesellschaft fuer angewandte Informations-Technologien mbH
AS24583 BIZINFO BizNet Infoservices, ASP & Hosting services
AS24584 AEGIS Aegis Media Danmark A/S
AS24585 CH-SWISSLIFE Swiss Life AG
AS24586 NL-INTERMAX Intermax BV
AS24587 NL-IO Integrated Internet Services B.V.
AS24588 NETPROVODOV-AS OOO Company Tron
AS24589 TELENETSIA-AS Telenet SIA
AS24590 COMPLETE complete internet & security gmbh
AS24592 NEXICA-AS Nexica
AS24593 UATOP Global Ukraine Trade Ltd.
AS24594 FSYS Frontier Systems Ltd.
AS24595 INNOFACTOR Innofactor Ltd multi-homed network
AS24596 IHSENERGY-AS Petroconsultants MAI Limited/IHS Energy Group
AS24597 ITL-AS Instytut Lacznosci - Panstwowy Instytut Badawczy
AS24599 MIRTELECOM-AS Closed Joint-Stock Company "MirTeleCom of name E.K. Pervishin"
AS24600 WANADOOPORTAILS-AS Orange S.A.
AS24601 MWTV-AS2 SIA "MWTV"
AS24602 RADIONET-T-AS Radionet-T Ltd.
AS24603 XOO-AS Ulf Kieber
AS24604 ELILILLY-AS Eli Lilly and Company Limited
AS24605 FASSBERG Fassberg Holding AB
AS24606 FINANZINFORMATIK-AS-SUED Finanz Informatik GmbH & Co. KG
AS24607 LENET UAB Technologiju ir inovaciju centras
AS24608 H3G-AS H3G S.p.A.
AS24609 SOLAR-AS Solar Unity Ltd
AS24610 UGPPNET-AS ISP UGPP NET
AS24611 DCLUX-AS Datacenter Luxembourg S.A.
AS24612 PENZA-SVIAZINFORM-AS OJSC Rostelecom
AS24613 BURDA JSC Publishing House Burda
AS24614 SAKARYA-NET-AS Sakarya University
AS24615 CUKUROVA-AS Cukurova University
AS24616 BELINTERNETPAGE-AS BELINTERNETPAGE
AS24618 BIGLINE-AS VELTON.TELECOM Ltd
AS24619 CDMPEKAO-AS Centralny Dom Maklerski Pekao S.A
AS24620 RTU Rigas Tehniska Universitate
AS24621 STENOS-AS PP Stenos
AS24622 NATEL-AS Autonomous System Number for Natel, Ghana
AS24623 FMCOMPUTER F&M Computer GmbH & Co. KG
AS24624 IASOFT-AS IA Soft Aragon AS Number
AS24625 ACCENTURE-UK-AS Accenture Ltd
AS24626 TTKNN-AS CJSC TransTelecom-NN
AS24627 SHOWNET-KW-AS GULFSATCOMMUNICATIONS COMPANY K.S.C.
AS24628 TXU-AS TXU Europe
AS24629 NIL-AS NIL Data Communications Ltd.
AS24630 EPIXTECH-AS Epixtech Ltd
AS24631 AZADNET Azadnet Autonomous System
AS24632 ROSIGNOL-AS Markus Rosignol
AS24633 KMS Kuwait Messenging Services
AS24634 CYBERIA-AS Cyberia
AS24635 FREUDENBERG-AS Freudenberg IT KG
AS24636 TELETECH-AS TeleTech
AS24637 WEBDISCOUNT WEBDISCOUNT GmbH & Co. KG
AS24638 RAMBLER-TELECOM-AS Rambler Internet Holding LLC
AS24639 INFRASERV-AS InfraServ GmbH & Co.Hoechst KG
AS24640 BSWS-AS BS Web Services ASN
AS24641 FASTER-AS This is AS for ISP Faster, Brno, CZ.
AS24642 NL-CAVEO AS for Caveo Internet BV
AS24643 CHELLO-AS-IPV6 UPC Broadband GmbH
AS24645 ITI UAB Informacijos Tiltas
AS24646 ILSE Sanoma Digital the Netherlands b.v.
AS24647 ECETRA-AS s IT Solutions AT Spardat GmbH
AS24649 VISUALMC Visual Mc srl
AS24650 CHARLES-STANLEY-AS Charles Stanley & Co Ltd
AS24651 LVBALTICOM-AS JSC BALTICOM
AS24652 JUNIPER-EMEA-AS Juniper Networks International B.V.
AS24653 MOVITEX-AS Movitex
AS24654 RETELECOM France Telecom Espana S.A.
AS24655 BOC-AS BANK OF CYPRUS PUBLIC COMPANY LIMITED
AS24656 ARZ ARZ ALLGEMEINES RECHENZENTRUM GmbH
AS24657 DOKUMENTA-AS1 Dokumenta AG
AS24658 IVC-AS Information & Computing Center, Ltd.
AS24659 VESSO-BEL JV "Vesso-Bel" ZAO
AS24660 EVOZON-AS EVOZON SYSTEMS SRL
AS24661 COMPLETEDATA-AS MDS Technologies Ltd - Corsham, Wiltshire UK
AS24662 TECHLINE-AS "Technoline" LTD
AS24663 COMPLAT-AS ISP company COMPLAT
AS24664 NADRA-AS Open Joint Stock Company Commercial Bank Nadra
AS24665 SUTC-AS OJSC Rostelecom
AS24666 AXA-AS AXA Luxembourg S.A
AS24667 POAS-AS OMV Petrol Ofisi AS
AS24670 COHTECH01-AS Coherent Technology Solutions Limited
AS24671 PILICKA-AS MNI Telecom S.A.
AS24672 CALLSAT-AS Callsat Telecom Ltd.
AS24673 FIRSTSERV-AS Firstserv Limited
AS24674 TSR-AS RTS Radio Television Suisse
AS24675 LGCSB-AS Irish Government
AS24676 LINETEX-AS Keyweb AG
AS24677 TAYLOR-NELSON-SOFRES-AS Taylor Nelson Sofres
AS24679 SSERV-AS Hostway Deutschland GmbH
AS24680 COMPNET-AS This AS intended for multihome routing of CompNet IP address space
AS24681 SUMIX-UA-AS SUMIX Ukraine LLC
AS24682 KSF-ASN KSF Ltd.
AS24683 OSU-AS State Educational Institution of Higher Professional Education Orenburg State University
AS24684 CYBER-HOSTING IPport ZAO
AS24685 ALIGOTEL-AS Elenkom LLC
AS24686 UPNET-ASN University of Pecs
AS24687 ASN-ASIANET CerTeam
AS24688 KHARKOVIX-ASN ITL Company
AS24689 ROSINTEL-AS Rosintel Network
AS24690 SZRT-HU-ASN Szerencsjatek Zrt
AS24691 TOGOTEL-AS TogoTelecom, Togo
AS24693 CNSYS-AS CNSYS PLC
AS24694 GIEPA-ASN Giegerich & Partner GmbH
AS24695 TMA-AS T.M.A Serv SRL
AS24697 SATURN-AS Saturn ISP AS
AS24698 OPTIMUS-AS Optimus Comunicacoes, S.A.
AS24699 IVTELECOM-AS OJSC Rostelecom
AS24700 YES-AS Yes Networks Unlimited Ltd
AS24701 ANOTO-AS Anoto AB
AS24702 STRATUM-IP-AS Autonous System of STRATUM-IP
AS24703 UN-UKRAINE-AS United Networks of Ukraine, Ltd
AS24704 DGI Datagroup-Int SRL
AS24705 COMGW The Communication Gateway Ltd
AS24706 KRIWEB Kriter Internet Hiz.Ltd.Sti.
AS24707 MSD-AS AS for MSD Computersysteme GmbH
AS24708 GRZ-AT GRZ IT Center Linz GmbH
AS24709 MNI MNI Telecom S.A. IP Backbone
AS24710 ASN-VOKAR Vokar Autonomous system
AS24711 CLS-ARGOS-AS Collecte Localisation Satellites SA
AS24712 AXIGEN AXIGEN MESSAGING SRL
AS24713 WMDATAFI Logica Suomi Oy
AS24714 TIETOENATOR-AS TietoEnator Corporation
AS24715 GENESYS Genesys Systems RO SRL
AS24716 PRIMEX-ASN Interdirect Limited
AS24717 ASM-SETTIMO-ASN Patrimonio Citta' Di Settimo Torinese S.r.l.
AS24719 NETCOMM-AS-2 Network Communications SRL
AS24720 AVENSYS-TRANSIT-AS Avensys Networks Ltd
AS24721 SANET-AS Npo "Arkhavtomatika"
AS24722 BABILON-AS Babilon-T
AS24723 ATMAN-OFFICE-INTERNET-AS Advanced Technology Manufacturing Inc. (ATM S.A.)
AS24724 ATMAN-FOREIGN-AS ATM S.A.
AS24725 ASN-HM Hostmaster LLC
AS24726 ARMNET-AS FOP Boyko Oleg Mikhaylovich
AS24727 SPP-AS Slovensky plynarensky priemysel a.s.
AS24728 SI-REDOX REDOX d.o.o. Portoroz
AS24730 ASN-NETHOLDING GarnierProjects BV
AS24731 ASN-NESMA Middle East Internet Co LTD - Cyberia
AS24732 GPW-AS Gielda Papierow Wartosciowych S.A
AS24733 IPRI-AS Institute of Information Recording Problems of the National Academy of Science of Ukraine
AS24735 ANTENNA Antenna S.A
AS24736 CAIX
AS24738 ASN-DELTAVISTA "Deltavista Sp. z o.o."
AS24739 SEVEREN-TELECOM CJSC Severen-Telecom
AS24740 ITELLIGENCE-AS itelligence Sp. z o.o.
AS24742 APAKGROUP-AS APAK Group Limited
AS24743 SNERPA-NET Snerpa ehf
AS24744 SINET-SK-AS SiNET Telecom s.r.o.
AS24745 ROMTELECOM ROMTelecom S.A.
AS24747 INLIFE-AS Detel Global, druzba za telekomunikacije d.d.
AS24748 ATMAN-POLAND-AS ATM S.A.
AS24749 ASIMANTOVA-AS TEANET Mantova - 46100 - MANTOVA - ITALY
AS24750 CISBG FIBERMAX Ltd.
AS24751 MULTIFI-AS Jakobstadsnejdens Telefon Ab
AS24752 ASN-EMPOWER Empower Oy
AS24753 C2C-NET Globecomm Europe B.V.
AS24755 PLIVA-AS PLIVA d.d.
AS24756 LUKAS-BANK-AS Lukas Bank
AS24757 EthioNet-AS
AS24758 MICROEL-AS Microel Ltd
AS24759 THAMESWATER-SIEMENS-AS Thames Water internet resilience managed by Siemens
AS24761 ASN-APP Slovenska Agencija za placilni promet
AS24762 STELCOM StelcomEngineering LLC
AS24763 THALES Thales Services SAS
AS24764 MAX-IT-AS m.a.x. Informationstechnologie AG
AS24766 GBCNET-AS01 GBC Internet Center GmbH
AS24767 ASPOL-AS "ASPOL-Diamant-Murmansk Ltd.", Murmansk, Russia
AS24768 ALMOUROLTEC ALMOUROLTEC SERVICOS DE INFORMATICA E INTERNET LDA
AS24770 UX-AS Unix Solutions Ltd
AS24771 ISVOR-FIAT ISVOR FIAT
AS24772 ASIP-AIE-AS Agrupacion de dervicios de internet y prensa AIE
AS24773 ASN-HH-LB HSH Nordbank AG
AS24774 BERLINDAT-AS BerlinDat Autonomous System
AS24775 AS24775 QinetiQ Limited
AS24776 INFOCLIP-AS INFOCLIP SA
AS24777 CTBTO-AS Preparatory Commission for the Comprehensive Nuclear-Test-Ban Treaty Organization
AS24778 DATAPIPE-UK DataPipe
AS24779 SOL-MELIA-AS Sol-Melia-AS
AS24780 AUTOSTRADE-AS Autostrade per l'Italia S.P.A.
AS24781 MPSMERCHANT-AS MPS Capital Services Banca per le Imprese S.P.A.
AS24783 ASN-MELS-MURMANELECTROSVIAZ OJSC Rostelecom
AS24784 ALPHYRA Payzone Group Limited
AS24785 JOINTTRANSIT-AS Open Peering BV trading as Joint Transit
AS24786 PSP-AS ProSiebenSat.1 Produktion GmbH
AS24787 SPRINTNET-AS Sprint Net Ltd.
AS24788 UUNET-AFRICA
AS24789 NOVGORODTELECOM-AS OJSC Rostelecom
AS24790 ROMCARE ROMCARE S..R.L
AS24791 DIABLO Direct Development, s.r.o.
AS24792 KITZNET-AS Kitzbuehler Stadtwerke Cable Provider
AS24793 NLHOSTING-AS NL Hosting Internet
AS24794 IBCNET-HU-AS IBCNet Hungary Ltd.
AS24795 ASMBK-NETWORKS Ludwig Melosch GmbH & CO. KG
AS24796 NAMEX-IXP NAMEX CONSORZIO
AS24799 DTI2-AS Desarrollo de la Tecnologia de las Comunicaciones - DTI2
AS24800 PLEKSUS PLEKSUS Autonomous System
AS24801 monarch
AS24802 KEYCAB-AS KEYCAB AS for announcing own prefixes
AS24803 TELFIN-AS TELFIN AS for announcing own prefixes
AS24805 BPV-AS Banca Popolare di Vicenza S.C.p.A.
AS24806 INTERNET-CZ INTERNET CZ, a.s.,
AS24807 INFOCOM-AS Infocom UK Ltd
AS24808 SIOTEL-AS SIOtel, Nigeria
AS24809 SAMNETS-AS AS of Sampo Oyj
AS24810 TELESET-KAZAN OJSC Rostelecom
AS24811 KES-AS Closed Joint Stock Company Kuzbassenergosviaz
AS24812 ASHOMENET NPK Home-Net Ltd.
AS24813 LOGICA-GLOBAL-DATACENTER-NETWORK Logica Infra Solutions  AB, Sweden
AS24814 SCS-AS Syrian Computer Society, scs
AS24815 IST-TICARET-NET Istanbul Ticaret Universitesi
AS24817 IFINET-AS AS number of Ifinet - Verona - Italy
AS24818 ANRC ANRC Services GmbH
AS24819 NORDNET-AS Nordnet Bank AB
AS24820 LUCKYTRADE-AS ISP LuckyTrade autonomous system
AS24822 OPTICON-HU-AS OPTICON Telekommunikacios Halozati Szolgaltato
AS24823 GUTA-BANK-AS Bank VTB 24 (JSC)
AS24824 WEISS-ASN Gebrueder-Weiss GmbH
AS24825 LTMFA-AS Lietuvos Respublikos Uzsienio reikalu ministerija
AS24827 BELINFONET Belinfonet Autonomus System, Minsk, Belarus
AS24828 TESMEDIA-AS UPC Ceska Republica, s.r.o.
AS24829 ASTEL-TELECOM-AS Astel-Telecom
AS24830 INTEREC-AS CIRCUITOS ALJARAFE, S.L.
AS24831 ASN-TAJIKNET ITSP "Telecomm Technology Ltd"
AS24832 TCU-COM-AS Territorial Control Centre of Communications Ltd.
AS24833 LBS-WEST-NET LBS Westdeutsche Landesbausparkasse
AS24835 RAYA-AS
AS24836 PKIT-ASN pk-itservices GmbH
AS24837 MEGALINK-AS MegaLink Co.
AS24838 REDNET-AS REDNET Autonomous System
AS24839 UBB Universitatea Babes-Bolyai
AS24840 NICOS-AG NICOS AG
AS24841 SUPERNEWS-NL Supernews
AS24842 DHMS-NET DHMS Ltd
AS24843 OTHER Kumsal Kom Internet
AS24844 EUROFORUM-ASN Euroforum Deutschland SE
AS24845 LHM-AS AS for Landeshauptstadt Muenchen
AS24846 BANCORP-AS IFC BanCorp Electronic Banking &
AS24847 OEVAG-AS Oesterreichische Volksbanken AG
AS24848 KIELMAN-EDU-AS Kielce University of Technology
AS24849 DELTA DELTA S.A.
AS24850 ROOTELECOM ROOTelecom Autonomous System
AS24851 UK-NETCETERA Netcetera Autonomous System Peers
AS24852 VINITA Init Corporation
AS24853 DBC-AS Dansk Bibliotekscenter A/S
AS24855 EGL-AS Elektrizitaets-Gesellschaft Laufenburg
AS24856 MUNDIVIA-AS Mundivia AS
AS24857 EUINF-AS LLC "Euroinform"
AS24858 COMTEC Comtec Net SRL
AS24859 MITSUMINET-AS Mitsuminet, Kenya
AS24860 ASHSL-AS HSL SystemDesign GmbH
AS24861 PALLAS-AS Pallas GmbH
AS24862 CLSE-AS DATAPHONE SCANDINAVIA AB
AS24863 LINKdotNET-AS
AS24864 R-IT-AS Raiffeisen Informatik GmbH
AS24865 KMITCHELL-AS Keith Mitchell
AS24866 SYNTERRA-DC-AS CJSC Synterra
AS24867 ADAPT-AS Adapt Services Ltd
AS24868 ASN-HBV Bauer Systems KG
AS24869 ASN-PCM-IT Presidenza del Consiglio dei Ministri
AS24870 TKB-ASN AS Trasta Komercbanka
AS24872 MAGNUS-AS TOV "Magnus Limited"
AS24873 ELLINK-AS Electrosvjaz of Pskov region
AS24874 NYCOMED-AS Nycomed GmbH
AS24875 NL-ISPSERVICES Avira B.V.
AS24876 FRANAP-AS Autonomous System FraNAP - Frankfurt Network  Access Point
AS24877 INIT Init Corporation Autonomous System
AS24878 BIBLIOTHECA-ALEXANDRINA
AS24879 PEKAOSA-PL BANK POLSKA KASA OPIEKI S.A.
AS24880 EPRESS-AS ePress Autonomous System
AS24881 INTERPHONE-AS Interphone Ltd.
AS24882 UKRINFORMJUST State enterprise "Information Centre" Ministry of Justice of Ukraine
AS24883 XANTO-AS Xanto Autonomous System
AS24884 NETMANU-AS Netmanufacture GmbH
AS24885 MFIS MFIS
AS24887 LONE-PINE-CAPITAL-UK-AS Lone Pine Capital (UK) Limited
AS24889 MONZOON-AS Monzoon Networks AG
AS24890 ECO-AS Ecoband Netwoks Ltd., Ghana
AS24891 OYAK-NET ORDU YARDIMLASMA KURUMU
AS24893 POLYNET-AS National University Lviv Politechnika
AS24894 TAGWORLDWIDE Tag Europe Ltd
AS24895 EURAJOKI-AS EURAJOEN PUHELIN OSK
AS24896 INTELLECOM-AS Intellectual Communications, Limited Liability Company
AS24897 QTELECOM-AS Q Telecommunications S.A.
AS24898 IP-EXCHANGE2 QSC AG
AS24899 XG1-NET QSC AG
AS24900 IPX-SERVER QSC AG
AS24901 IP-EXCHANGE-DE-COLO QSC AG
AS24902 IP-EXCHANGE-DE-COLO QSC AG
AS24903 NORDEALU Nordea Bank Luxembourg
AS24904 KWAOO K-NET SARL
AS24906 E-POINT-AS e-point SA
AS24907 UK-ENCRYPTEC ENCRYPTEC LIMITED
AS24908 LEK-AS LEK farmacevtska druzba d.d.
AS24909 TIMOCOM-AS TimoCom Soft- und Hardware GmbH
AS24910 HIGHBRIDGELDN Highbridge Capital Management (UK), Ltd.
AS24912 BILIM-AS JSC BiLiM Systems Ltd
AS24913 BANKSPB OJSC "Bank Saint-Petersburg"
AS24914 NETLAND-AS Telus Net SRL
AS24915 ASN-TELEUNIT TELEUNIT S.P.A.
AS24916 ORBITAL-ASN OrbitalNet Ltd
AS24917 DLSECURITIES-AS Delta Lloyd Securities  Autonomous System
AS24918 DAIMLER-CHRYSLER-AS Daimler Chrysler Automotive Sp. z o.o. Autonomous System
AS24919 CUBIO-AS Oy Cubio Communications Ltd.
AS24920 SISTEMAS-TECNICOS-LOTERIAS-AS TECNICOS DE LOTERIAS DEL ESTADO
AS24921 LMT-3G Latvian Mobile Telephone
AS24922 HACETTEPE Hacettepe Universitesi
AS24923 SETTC South-East Transtelecom Joint Stock Co.
AS24924 IPBR Non-commercial 'Partnership Institute of professional accountants and auditors of Russia'
AS24925 EHOUSE-AS eHouse Holding SA
AS24926 HDM-AS Heidelberger Druckmaschinen AG
AS24927 IHOLDING Internet Media Holding S.A. Bucharest, Romania
AS24928 NORDEAPL-AS Nordea Bank Polska SA
AS24929 NETFILES-AS NETFILES SA
AS24931 DEDIPOWER DediPower Managed Hosting Limited
AS24932 GOODWIN-AS ISP Goodwin Online Autonomous System
AS24933 MINXS-AS MILLENNIUMS.NET GmbH
AS24935 AVENIR-TELEMATIQUE-PROJ AVENIR-TELEMATIQUE S.A.S.
AS24936 RIM2000M-AS LLC Management Company "Svyaz"
AS24937 UNTN UTEL National Network
AS24938 TELECITYREDBUS-IT TELECITYREDBUS IT
AS24939 IVV IVV Informationsverarbeitung fuer Versicherungen GmbH
AS24940 HETZNER-AS Hetzner Online AG
AS24941 NETSERVICE-AS Private Services Unitary Enterprise "Netservice"
AS24942 NAVIGATOR-AS TOO Mediaplus
AS24943 DEMIRBANK Demirbank Bucharest, Romania
AS24944 ARENA-AS ARENA AS Number
AS24945 ASN-VNTP Autonomous System of Vinteleport company
AS24946 VASND The network of VAS Nodarbinatibas Dienests
AS24949 BTCML-AXA-AS AXA Technology Services UK Limited
AS24950 SOFIASAT-AS Venus REIT OOD
AS24951 EVERYWARE-NET EveryWare LTD.
AS24952 FIRMENICH-AS Firmenich SA
AS24953 ASN-CARRIER66 NETPLANET GmbH
AS24954 HAVAS HAVAS S.A.
AS24955 UBN-AS OJSC "Ufanet"
AS24956 GDS-1 Gaertner Datensysteme GmbH & Co. KG
AS24957 GN-IX-AS Stichting Groningen Internet Exchange (GN-IX)
AS24958 TBSH The Bunker Secure Hosting Limited
AS24959 LINJEGODS-AS Schenker AS
AS24960 GATCHINA-AS Severo-Zapad Ltd.
AS24961 MYLOC-AS myLoc managed IT AG
AS24962 ASN-TSUKRAINE "Telesystems of Ukraine" LLC
AS24963 YACAST-AS SMARTJOG SAS
AS24964 EVO-LTD MOBILTEL EAD
AS24966 NETPOINT RCS & RDS SA
AS24967 MACH-SIX-AS Satellite Solution Provider
AS24968 RO-BACKUP-AS Institutul National de Cercetare - Dezvoltare in Informatica
AS24969 DIR-AS DIR A/S DK
AS24970 ETI-AS ETI, Ghana
AS24971 MASTER-AS Master Internet s.r.o
AS24972 LURSOFT-AS SIA LURSOFT IT
AS24973 KOMPLEX-AS KONTENT GmbH
AS24974 TACHYON-EU Tachyon Europe BV
AS24975 SNECMA-AS Snecma-Moteurs Autonomous System
AS24976 TECHGATE-COMMUNICATIONS Techgate PLC, London, UK
AS24977 MONEYLINE-UK Moneyline Telerate
AS24978 SPRINT Aut.-System Telenec
AS24980 PENTA-AS PENTA INVESTMENTS LIMITED o.z.
